movieId,title,genre,timestamp
1,Snickare sökers,Snickare|Timrå|Fotboll|Social|Flexibel|Snabb|Körkort B,441767841948
2,Sjuksköterska till Norge,Sjuksköterska|Bada|Friskvård|Empatisk|Noggrann|Arbetsam|Legitimerad,441767847884
3,Sjuksköterska Capio Novakliniken Gärsnäs - Simrishamn,Sjuksköterska|Sundsvall|Friskvård|Empatisk|Strukturerad|Legitimerad|Högskola,441769441492
4,Sjuksköterska Skåne Stadsmission,Sjuksköterska|Timrå|Fotboll|Noggrann|självgående|Legitimerad|Högskola|Körkort B,441769446057
5,"Sjuksköterska Sektor socialtjänst, HSL - Nordmaling",Sjuksköterska|Härnösand|Snabb|Stresstålig|Kommunikativ|Legitimerad|Högskola|Körkort B,441769449303
6,"Sjuksköterska Capio Närsjukvård, Capio Novakliniken Marinan",Sjuksköterska|Timrå|Bada|Social|kreativ|Legitimerad|Högskola,441769454203
7,Sjuksköterska SKHLM Vårdcentral AB ,Sjuksköterska|Sollefteå|Noggrann|serviceminded| pedagogisk|Legitimerad|Högskola,441769457455
8,"Sjuksköterska kommun, Hemtjänstområde Västra",Sjuksköterska|Örnsköldsvik|Arbetsam|Legitimerad|Högskola,441769461000
9,Sjuksköterska Region ,Sjuksköterska|Örnsköldsvik|Friskvård|Legitimerad|Högskola,441769464475
10,Sjuksköterska Agaten hemtjänst ,Sjuksköterska|Härnösand|Bada|Strukturerad|Legitimerad|Högskola,441769468204
11,Sjuksköterska Uppsala kommun,Sjuksköterska|Sundsvall|Stresstålig|Legitimerad|Högskola,441769471765
12,"Sjuksköterska Sjukhusen i väster, Geriatrik, neurologi",Sjuksköterska|Timrå|Ansvarstagande| självgående|Legitimerad|Högskola,441769475260
13,Sjuksköterska Eduredo AB ,Sjuksköterska|Sollefteå|Stresstålig|Legitimerad|Högskola,441769478444
14,Sjuksköterska Eduredo AB ,Sjuksköterska|Örnsköldsvik|Empatisk|Arbetsam|Stresstålig|Legitimerad|Högskola,441769483276
15,Sjuksköterska EduredSverige,Sjuksköterska|Kramfors|Noggrann|Stresstålig|Legitimerad|Högskola,441769494158
16,Sjuksköterska Närsjukhuset Österlen,Sjuksköterska|Härnösand|Flexibel|Snabb|Ansvarstagande| Strukturerad|Legitimerad|Högskola,441769498757
17,Sjuksköterska Wasa Vårdcentra,Sjuksköterska|Sundsvall|Friskvård|Empatisk|Legitimerad|Högskola,441769505468
18,Sjuksköterska Capio Närsjukvård,Sjuksköterska|Timrå|Promenad|Stresstålig|Strukturerad|Legitimerad|Högskola,441769510913
19,Sjuksköterska Överkalix kommun ,Sjuksköterska|Ånge|Noggrann|Arbetsam|Strukturerad|Legitimerad|Högskola,441769517221
20,Sjuksköterska strokeavdelning Stroke,Sjuksköterska|Örnsköldsvik|Social|Empatisk|självgående|Legitimerad|Högskola|Körkort B,441769522185
21,Sjuksköterska Uppvakningsavdelningen,Sjuksköterska|Sollefteå|Social|positiv| Noggrann|Legitimerad|Högskola,441769527650
22,Sjuksköterska Ögonmottagning,Sjuksköterska|Härnösand|Arbetsam|Snabb|Strukturerad|Legitimerad|Högskola,441769533772
23,Sjuksköterska natt,Sjuksköterska|Ånge|Arbetsam|Snabb|Stresstålig|Legitimerad|Högskola,441769537394
24,Sjuksköterska bemanningsenheten,Sjuksköterska|Härnösand|Arbetsam|Snabb|Stresstålig|Legitimerad|Högskola,441769542207
25,Sjuksköterska specialistsjuksköterska,Sjuksköterska|Örnsköldsvik|Promenad|Social|Legitimerad|Högskola,441769545871
26,Sjuksköterska hemsjukvård,Sjuksköterska|Örnsköldsvik|Social|Empatisk|Legitimerad|Högskola,441769549649
27,Sjuksköterska semestervikariat,Sjuksköterska|Kramfors|Empatisk|Noggrann|Arbetsam|Legitimerad|Högskola,441769553732
28,Sjuksköterska geriatrik,Sjuksköterska|Sundsvall|Empatisk|positiv|Legitimerad|Högskola,441769558428
29,Legitimerad sjuksköterska,Sjuksköterska|Sollefteå|positiv| Noggrann|Legitimerad|Högskola,441769562062
30,Sjuksköterska Hemsjukvården,Sjuksköterska|Härnösand|Noggrann|Arbetsam|Legitimerad|Högskola,441769565780
31,Sjuksköterska vikariat,Sjuksköterska|Härnösand|Empatisk|Flexibel|Legitimerad|Högskola,441769569128
32,Sjuksköterska sökes,Sjuksköterska|Timrå|Bada|Noggrann|kreativ|Legitimerad|Högskola|Körkort B,441769845934
33,"Rehabkoordinator, sjuksköterska",Sjuksköterska|Härnösand|Empatisk|Flexibel|Legitimerad|Högskola,441769848945
34,"Sjuksköterska, SSK",Sjuksköterska|Sollefteå|Stresstålig|Legitimerad|Högskola,441769851395
35,Sjuksköterska LSS,Sjuksköterska|Örnsköldsvik|Social|Legitimerad|Högskola,441769854618
36,Sjuksköterska Ortopedkliniken,Sjuksköterska|Härnösand|Arbetsam|Stresstålig|Legitimerad|Högskola|Körkort B,441769857719
37,Sjuksköterska psykiatri,Sjuksköterska|Sundsvall|Promenad|Snabb|Legitimerad|Högskola,441769861268
38,Sjuksköterska äldreomsorg,Sjuksköterska|Kramfors|Flexibel|Legitimerad|Högskola|Körkort B,441769864932
39,Sjuksköterska timanställning,Sjuksköterska|Sundsvall|positiv|Legitimerad|Högskola|Körkort B,441769868675
40,"Sjuksköterska, Medicin/HIA",Sjuksköterska|Timrå|Stresstålig|Legitimerad|Högskola,441769871094
41,Sjuksköterska akutmottagningen Region Värmland,Sjuksköterska|Sollefteå|Flexibel|Legitimerad|Högskola,441769875125
42,"Sjuksköterska, akutmottagningen",Sjuksköterska|Härnösand|Flexibel|positiv|Legitimerad|Högskola,441769880535
43,Välkommen Sjuksköterska!,Sjuksköterska|Sollefteå|Fotboll|Ansvarstagande|Legitimerad|Högskola,441769883414
44,Sjuksköterska Hemsjukvård,Sjuksköterska|Kramfors|Stresstålig|Legitimerad|Högskola,441769890153
45,Legitimerad Sjuksköterska,Sjuksköterska|Timrå|Friskvård|Snabb|Legitimerad|Högskola|Körkort B,441769893296
46,Sjuksköterska Diabetes,Sjuksköterska|Ånge|Arbetsam|Analytisk|Legitimerad|Högskola,441769896459
