movieId,title,genre,timestamp
2,Sjuksköterska till Norge,Sjuksköterska|Bada|Friskvård|Empatisk|Noggrann|Arbetsam|Legitimerad,441767847884
3,Sjuksköterska Capio Novakliniken Gärsnäs - Simrishamn,Sjuksköterska|Sundsvall|Friskvård|Empatisk|Strukturerad|Legitimerad|Högskola,441769441492
4,Sjuksköterska Skåne Stadsmission,Sjuksköterska|Timrå|Fotboll|Noggrann|självgående|Legitimerad|Högskola|Körkort B,441769446057
5,"Sjuksköterska Sektor socialtjänst, HSL - Nordmaling",Sjuksköterska|Härnösand|Snabb|Stresstålig|Kommunikativ|Legitimerad|Högskola|Körkort B,441769449303
6,"Sjuksköterska Capio Närsjukvård, Capio Novakliniken Marinan",Sjuksköterska|Timrå|Bada|Social|kreativ|Legitimerad|Högskola,441769454203
7,Sjuksköterska SKHLM Vårdcentral AB ,Sjuksköterska|Sollefteå|Noggrann|serviceminded| pedagogisk|Legitimerad|Högskola,441769457455
8,"Sjuksköterska kommun, Hemtjänstområde Västra",Sjuksköterska|Örnsköldsvik|Arbetsam|Legitimerad|Högskola,441769461000
9,Sjuksköterska Region ,Sjuksköterska|Örnsköldsvik|Friskvård|Legitimerad|Högskola,441769464475
10,Sjuksköterska Agaten hemtjänst ,Sjuksköterska|Härnösand|Bada|Strukturerad|Legitimerad|Högskola,441769468204
11,Sjuksköterska Uppsala kommun,Sjuksköterska|Sundsvall|Stresstålig|Legitimerad|Högskola,441769471765
12,"Sjuksköterska Sjukhusen i väster, Geriatrik, neurologi",Sjuksköterska|Timrå|Ansvarstagande| självgående|Legitimerad|Högskola,441769475260
13,Sjuksköterska Eduredo AB ,Sjuksköterska|Sollefteå|Stresstålig|Legitimerad|Högskola,441769478444
14,Sjuksköterska Eduredo AB ,Sjuksköterska|Örnsköldsvik|Empatisk|Arbetsam|Stresstålig|Legitimerad|Högskola,441769483276
15,Sjuksköterska EduredSverige,Sjuksköterska|Kramfors|Noggrann|Stresstålig|Legitimerad|Högskola,441769494158
